user_id,movie_id,age,region,keywords,clicked
1,11,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,13,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,105,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,106,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,155,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,218,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,809,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,954,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,7451,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,9502,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,36557,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,71689,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,82702,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,126889,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,150540,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,293660,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,324544,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,447273,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,496243,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,575265,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,950387,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,986056,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1059073,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1092073,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1094473,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1144430,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1225915,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1232546,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1233069,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1241436,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1294947,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1307520,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1359977,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1407861,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1411773,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1414048,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1447917,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
1,1462199,33.0,경상북도 구미시,"기상충,기생충,다크,다크나이트,분노의질주,신세게,어벤,어벤저스,올드보아",1
4,1411773,31.0,영등포,,1
5,98,,부산,,1
5,106,,부산,,1
5,155,,부산,,1
5,954,,부산,,1
5,7451,,부산,,1
5,26389,,부산,,1
5,1312833,,부산,,1
5,1321952,,부산,,1
5,1356039,,부산,,1
5,1357633,,부산,,1
5,1371202,,부산,,1
5,1373723,,부산,,1
6,11,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,13,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,155,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,670,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,1726,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,7451,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,9502,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,10625,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,11324,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,37165,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,106646,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,146233,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,150540,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,496243,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
6,1055871,,경상남도 부산,"기생충,다크 나이트,라라랜드,아이언맨",1
7,808,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,809,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,10191,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,82702,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,109445,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,315162,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,1011985,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
7,1104845,,경상북도 안동시,"드래곤 길들이기,토이 스토리",1
8,559,,구미,아이언맨,1
8,1726,,구미,아이언맨,1
8,1895,,구미,아이언맨,1
11,1373723,1234.0,서울특별시 은평구,,1
12,218,38.0,서울특별시 은평구,,1
12,808,38.0,서울특별시 은평구,,1
12,496243,38.0,서울특별시 은평구,,1
13,552524,24.0,서울특별시 은평구,,1
13,950387,24.0,서울특별시 은평구,,1
